k0,sigma,P_mean,Ds_of_mean_P,mean_Ds
5.000000000000000000e-01,2.320000000000000000e+02,4.173021850420043804e-04,2.860027939652779683e+00,2.860696224378975749e+00
5.000000000000000000e-01,2.330000000000000000e+02,4.147440987916211361e-04,2.858617464727498447e+00,2.859292226627078382e+00
5.000000000000000000e-01,2.340000000000000000e+02,4.122137956677623407e-04,2.857201252622377119e+00,2.857882480542515147e+00
5.000000000000000000e-01,2.350000000000000000e+02,4.097108604440563703e-04,2.855779377160492682e+00,2.856467059222708826e+00
5.000000000000000000e-01,2.360000000000000000e+02,4.072348857705078017e-04,2.854351911276637122e+00,2.855046034887641415e+00
5.000000000000000000e-01,2.370000000000000000e+02,4.047854719926259810e-04,2.852918927029953977e+00,2.853619478892246430e+00
5.000000000000000000e-01,2.380000000000000000e+02,4.023622269754254552e-04,2.851480495614543198e+00,2.852187461737189178e+00
5.000000000000000000e-01,2.390000000000000000e+02,3.999647659321534706e-04,2.850036687371809929e+00,2.850750053080752799e+00
5.000000000000000000e-01,2.400000000000000000e+02,3.975927112575898233e-04,2.848587571801574292e+00,2.849307321749870336e+00
5.000000000000000000e-01,2.410000000000000000e+02,3.952456923657898780e-04,2.847133217572126895e+00,2.847859335750224208e+00
5.000000000000000000e-01,2.420000000000000000e+02,3.929233455321253649e-04,2.845673692532354249e+00,2.846406162278049212e+00
5.000000000000000000e-01,2.430000000000000000e+02,3.906253137394982700e-04,2.844209063721381714e+00,2.844947867729892277e+00
5.000000000000000000e-01,2.440000000000000000e+02,3.883512465285990714e-04,2.842739397379987487e+00,2.843484517713485094e+00
5.000000000000000000e-01,2.450000000000000000e+02,3.861007998520864801e-04,2.841264758959794356e+00,2.842016177057196558e+00
5.000000000000000000e-01,2.460000000000000000e+02,3.838736359325748988e-04,2.839785213133845243e+00,2.840542909820356510e+00
5.000000000000000000e-01,2.470000000000000000e+02,3.816694231243090356e-04,2.838300823807204942e+00,2.839064779303669628e+00
5.000000000000000000e-01,2.480000000000000000e+02,3.794878357784220771e-04,2.836811654125712678e+00,2.837581848057861844e+00
5.000000000000000000e-01,2.490000000000000000e+02,3.773285541116672115e-04,2.835317766486138424e+00,2.836094177893645263e+00
5.000000000000000000e-01,2.500000000000000000e+02,3.751912640785211284e-04,2.833819222545375105e+00,2.834601829891228775e+00
5.000000000000000000e-01,2.510000000000000000e+02,3.730756572465599667e-04,2.832316083230093984e+00,2.833104864409125234e+00
5.000000000000000000e-01,2.520000000000000000e+02,3.709814306750108901e-04,2.830808408745564275e+00,2.831603341093331228e+00
5.000000000000000000e-01,2.530000000000000000e+02,3.689082867963882186e-04,2.829296258584852009e+00,2.830097318886494850e+00
5.000000000000000000e-01,2.540000000000000000e+02,3.668559333011216857e-04,2.827779691537743112e+00,2.828586856036184649e+00
5.000000000000000000e-01,2.550000000000000000e+02,3.648240830250927980e-04,2.826258765699662945e+00,2.827072010104250577e+00
5.000000000000000000e-01,2.560000000000000000e+02,3.628124538399922342e-04,nan,nan
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,nan,nan
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000018430e-01,3.999999999999953815e+00,3.999999999999956923e+00
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000018430e-01,8.718554687500180700e-01,8.718554687500176259e-01
1.000000000000000000e+00,3.000000000000000000e+00,1.128144531249992283e-01,2.777964370423015250e+00,2.778031256197543986e+00
1.000000000000000000e+00,4.000000000000000000e+00,9.553515625000008615e-02,1.718984339861761912e+00,1.719019871193951277e+00
1.000000000000000000e+00,5.000000000000000000e+00,7.175859375000005758e-02,2.439830812947059613e+00,2.439927609956983989e+00
1.000000000000000000e+00,6.000000000000000000e+00,6.051939062500000244e-02,2.132862478735514156e+00,2.132944716516376182e+00
1.000000000000000000e+00,7.000000000000000000e+00,5.024533750000000076e-02,2.387055104864207244e+00,2.387168515962470927e+00
1.000000000000000000e+00,8.000000000000000000e+00,4.338533500000000404e-02,2.319221967515059379e+00,2.319336067502261844e+00
1.000000000000000000e+00,9.000000000000000000e+00,3.766780975000000309e-02,2.415465246157565637e+00,2.415594717396323254e+00
1.000000000000000000e+00,1.000000000000000000e+01,3.327585884999999244e-02,2.414797493649064819e+00,2.414933594066001277e+00
1.000000000000000000e+00,1.100000000000000000e+01,2.963236369500000036e-02,2.458919496870734189e+00,2.459065808296695188e+00
1.000000000000000000e+00,1.200000000000000000e+01,2.665189550199999202e-02,2.473720010340449083e+00,2.473874434957791024e+00
1.000000000000000000e+00,1.300000000000000000e+01,2.413825309360000115e-02,2.499477126132068072e+00,2.499640081745032383e+00
1.000000000000000000e+00,1.400000000000000000e+01,2.201089461952000434e-02,2.515793617816686645e+00,2.515964390551896912e+00
1.000000000000000000e+00,1.500000000000000000e+01,2.018290536458399592e-02,2.534030357674931011e+00,2.534208479131650815e+00
1.000000000000000000e+00,1.600000000000000000e+01,1.860128829285759983e-02,2.548768797247050522e+00,2.548953597341942157e+00
1.000000000000000000e+00,1.700000000000000000e+01,1.721975641524447695e-02,2.563259538246523306e+00,2.563450228980823642e+00
1.000000000000000000e+00,1.800000000000000000e+01,1.600489388828953141e-02,2.576152128224378668e+00,2.576347869778926380e+00
1.000000000000000000e+00,1.900000000000000000e+01,1.492914300122656461e-02,2.588425998595664801e+00,2.588625847168837701e+00
1.000000000000000000e+00,2.000000000000000000e+01,1.397105273665124985e-02,2.599798258518718264e+00,2.600001247655213898e+00
1.000000000000000000e+00,2.100000000000000000e+01,1.311304707250561009e-02,2.610599126269653514e+00,2.610804242391675967e+00
1.000000000000000000e+00,2.200000000000000000e+01,1.234091420187906005e-02,2.620807140949195535e+00,2.621013370050168323e+00
1.000000000000000000e+00,2.300000000000000000e+01,1.164290361495442898e-02,2.630555477168733169e+00,2.630761802926014248e+00
1.000000000000000000e+00,2.400000000000000000e+01,1.100929229429358121e-02,2.639874932272445740e+00,2.640080360476283694e+00
1.000000000000000000e+00,2.500000000000000000e+01,1.043193883371418620e-02,2.648831105238810490e+00,2.649034669238261142e+00
1.000000000000000000e+00,2.600000000000000000e+01,9.903994531465948672e-03,2.657456816705725089e+00,2.657657590328137420e+00
1.000000000000000000e+00,2.700000000000000000e+01,9.419652765242631995e-03,2.665789815152120212e+00,2.665986918255603744e+00
1.000000000000000000e+00,2.800000000000000000e+01,8.973964368360270311e-03,2.673855517063747467e+00,2.674048122234361280e+00
1.000000000000000000e+00,2.900000000000000000e+01,8.562685474661432122e-03,2.681677759834352415e+00,2.681865095905010321e+00
1.000000000000000000e+00,3.000000000000000000e+01,8.182158740710055930e-03,2.689274727894443551e+00,2.689456082922600189e+00
1.000000000000000000e+00,3.100000000000000000e+01,7.829216383961026121e-03,2.696662274564011863e+00,2.696836997201782715e+00
1.000000000000000000e+00,3.200000000000000000e+01,7.501102209676953694e-03,2.703853192429221508e+00,2.704020692534906622e+00
1.000000000000000000e+00,3.300000000000000000e+01,7.195407660324372456e-03,2.710858398248222390e+00,2.711018146581254840e+00
1.000000000000000000e+00,3.400000000000000000e+01,6.910019443470592597e-03,2.717686976729020820e+00,2.717838504047166648e+00
1.000000000000000000e+00,3.500000000000000000e+01,6.643076194134244633e-03,2.724346693536497277e+00,2.724489589150715041e+00
1.000000000000000000e+00,3.600000000000000000e+01,6.392932510202002649e-03,2.730844165088318842e+00,2.730978075027847396e+00
1.000000000000000000e+00,3.700000000000000000e+01,6.158128904042895792e-03,2.737185124792230084e+00,2.737309749661665403e+00
1.000000000000000000e+00,3.800000000000000000e+01,5.937366595804724478e-03,2.743374572428038505e+00,2.743489665045933279e+00
1.000000000000000000e+00,3.900000000000000000e+01,5.729486258092519359e-03,2.749416929686844036e+00,2.749522292571845217e+00
1.000000000000000000e+00,4.000000000000000000e+01,5.533450018460937293e-03,2.755316147912134639e+00,2.755411630674097889e+00
1.000000000000000000e+00,4.100000000000000000e+01,5.348326153354266387e-03,2.761075804312235427e+00,2.761161300994825485e+00
1.000000000000000000e+00,4.200000000000000000e+01,5.173276020031747184e-03,2.766699174468584044e+00,2.766774620880497526e+00
1.000000000000000000e+00,4.300000000000000000e+01,5.007542855879981714e-03,2.772189292990776988e+00,2.772254664056114759e+00
1.000000000000000000e+00,4.400000000000000000e+01,4.850442143537260151e-03,2.777549000646011734e+00,2.777604307797261640e+00
1.000000000000000000e+00,4.500000000000000000e+01,4.701353293869226825e-03,2.782780982533834546e+00,2.782826271166308096e+00
1.000000000000000000e+00,4.600000000000000000e+01,4.559712442684991582e-03,2.787887797944891055e+00,2.787923144946784948e+00
1.000000000000000000e+00,4.700000000000000000e+01,4.425006192106205501e-03,2.792871904051036580e+00,2.792897415419639096e+00
1.000000000000000000e+00,4.800000000000000000e+01,4.296766156106581261e-03,2.797735674331873756e+00,2.797751482883573004e+00
1.000000000000000000e+00,4.900000000000000000e+01,4.174564192956180080e-03,2.802481412922986692e+00,2.802487676102177527e+00
1.000000000000000000e+00,5.000000000000000000e+01,4.058008226355284444e-03,2.807111365620231336e+00,2.807108263410406312e+00
1.000000000000000000e+00,5.100000000000000000e+01,3.946738572676533781e-03,2.811627728260603476e+00,2.811615461198989863e+00
1.000000000000000000e+00,5.200000000000000000e+01,3.840424704646793874e-03,2.816032653001954156e+00,2.816011440297754298e+00
1.000000000000000000e+00,5.300000000000000000e+01,3.738762392490365370e-03,2.820328252959150905e+00,2.820298330714766433e+00
1.000000000000000000e+00,5.400000000000000000e+01,3.641471172446006550e-03,2.824516605549600712e+00,2.824478225082915461e+00
1.000000000000000000e+00,5.500000000000000000e+01,3.548292099986589086e-03,2.828599754843106773e+00,2.828553181108410364e+00
1.000000000000000000e+00,5.600000000000000000e+01,3.458985751279937491e-03,2.832579713147801215e+00,2.832525223252558622e+00
1.000000000000000000e+00,5.700000000000000000e+01,3.373330441644752358e-03,2.836458462020824633e+00,2.836396343834970413e+00
1.000000000000000000e+00,5.800000000000000000e+01,3.291120634150188334e-03,2.840237952853385206e+00,2.840168503707515502e+00
1.000000000000000000e+00,5.900000000000000000e+01,3.212165515221782237e-03,2.843920107149042309e+00,2.843843632617863104e+00
1.000000000000000000e+00,6.000000000000000000e+01,3.136287717264934268e-03,2.847506816588535994e+00,2.847423629355691599e+00
1.000000000000000000e+00,6.100000000000000000e+01,3.063322170993535570e-03,2.850999942954704824e+00,2.850910361755019107e+00
1.000000000000000000e+00,6.200000000000000000e+01,2.993115072432894069e-03,2.854401317973910501e+00,2.854305666609253223e+00
1.000000000000000000e+00,6.300000000000000000e+01,2.925522951516115744e-03,2.857712743116889165e+00,2.857611349541690160e+00
1.000000000000000000e+00,6.400000000000000000e+01,2.860411830864187117e-03,2.860935989392230372e+00,2.860829184864826402e+00
1.000000000000000000e+00,6.500000000000000000e+01,2.797656464775448958e-03,2.864072797155217120e+00,2.863960915451419620e+00
1.000000000000000000e+00,6.600000000000000000e+01,2.737139649686513333e-03,2.867124875949349061e+00,2.867008252634680510e+00
1.000000000000000000e+00,6.700000000000000000e+01,2.678751598433577914e-03,2.870093904393070439e+00,2.869972876149973651e+00
1.000000000000000000e+00,6.800000000000000000e+01,2.622389371566402790e-03,2.872981530117092674e+00,2.872856434123876035e+00
1.000000000000000000e+00,6.900000000000000000e+01,2.567956359767612547e-03,2.875789369757579816e+00,2.875660543116054235e+00
1.000000000000000000e+00,7.000000000000000000e+01,2.515361812125517689e-03,2.878519009006438978e+00,2.878386788215128167e+00
1.000000000000000000e+00,7.100000000000000000e+01,2.464520405614295615e-03,2.881172002717807601e+00,2.881036723187607063e+00
1.000000000000000000e+00,7.200000000000000000e+01,2.415351851663790315e-03,2.883749875069047786e+00,2.883611870678960631e+00
1.000000000000000000e+00,7.300000000000000000e+01,2.367780536163139379e-03,2.886254119773768778e+00,2.886113722463900189e+00
1.000000000000000000e+00,7.400000000000000000e+01,2.321735189647064230e-03,2.888686200342180044e+00,2.888543739741601168e+00
1.000000000000000000e+00,7.500000000000000000e+01,2.277148584768783849e-03,2.891047550385915432e+00,2.890903353473065707e+00
1.000000000000000000e+00,7.600000000000000000e+01,2.233957258475590280e-03,2.893339573962904421e+00,2.893193964756396674e+00
1.000000000000000000e+00,7.700000000000000000e+01,2.192101256578137761e-03,2.895563645956702015e+00,2.895416945234604800e+00
1.000000000000000000e+00,7.800000000000000000e+01,2.151523898646971310e-03,2.897721112487544382e+00,2.897573637532954383e+00
1.000000000000000000e+00,7.900000000000000000e+01,2.112171561384152633e-03,2.899813291350225697e+00,2.899665355721564808e+00
1.000000000000000000e+00,8.000000000000000000e+01,2.073993478807557075e-03,2.901841472474302464e+00,2.901693385798752356e+00
1.000000000000000000e+00,8.100000000000000000e+01,2.036941557753589854e-03,2.903806918403536219e+00,2.903658986191751001e+00
1.000000000000000000e+00,8.200000000000000000e+01,2.000970207353377443e-03,2.905710864790731485e+00,2.905563388271616976e+00
1.000000000000000000e+00,8.300000000000000000e+01,1.966036181270306056e-03,2.907554520904367390e+00,2.907407796878549888e+00
1.000000000000000000e+00,8.400000000000000000e+01,1.932098431605015548e-03,2.909339070144448147e+00,2.909193390854981853e+00
1.000000000000000000e+00,8.500000000000000000e+01,1.899117973479433645e-03,2.911065670564425112e+00,2.910921323583778531e+00
1.000000000000000000e+00,8.600000000000000000e+01,1.867057759405628967e-03,2.912735455396902040e+00,2.912592723528979466e+00
1.000000000000000000e+00,8.700000000000000000e+01,1.835882562629495562e-03,2.914349533580760987e+00,2.914208694776966535e+00
1.000000000000000000e+00,8.800000000000000000e+01,1.805558868714728701e-03,2.915908990287812586e+00,2.915770317576118487e+00
1.000000000000000000e+00,8.900000000000000000e+01,1.776054774700186814e-03,2.917414887446970528e+00,2.917278648873388391e+00
1.000000000000000000e+00,9.000000000000000000e+01,1.747339895224486002e-03,2.918868264264592227e+00,2.918734722845822027e+00
1.000000000000000000e+00,9.100000000000000000e+01,1.719385275066251601e-03,2.920270137739971794e+00,2.920139551426579771e+00
1.000000000000000000e+00,9.200000000000000000e+01,1.692163307597609060e-03,2.921621503174153478e+00,2.921494124823730054e+00
1.000000000000000000e+00,9.300000000000000000e+01,1.665647658692779058e-03,2.922923334671239104e+00,2.922799412030552269e+00
1.000000000000000000e+00,9.400000000000000000e+01,1.639813195673591427e-03,2.924176585631826253e+00,2.924056361327734166e+00
1.000000000000000000e+00,9.500000000000000000e+01,1.614635920909812932e-03,2.925382189237738739e+00,2.925265900775769978e+00
1.000000000000000000e+00,9.600000000000000000e+01,1.590092909724822581e-03,2.926541058926974692e+00,2.926428938697308801e+00
1.000000000000000000e+00,9.700000000000000000e+01,1.566162252286705048e-03,2.927654088859184878e+00,2.927546364149661073e+00
1.000000000000000000e+00,9.800000000000000000e+01,1.542822999191584624e-03,2.928722154370395181e+00,2.928619047385672580e+00
1.000000000000000000e+00,9.900000000000000000e+01,1.520055110470331858e-03,2.929746112418161186e+00,2.929647840304833828e+00
1.000000000000000000e+00,1.000000000000000000e+02,1.497839407771768333e-03,2.930726802015795496e+00,2.930633576892851089e+00
1.000000000000000000e+00,1.010000000000000000e+02,1.476157529495609978e-03,2.931665044655320518e+00,2.931577073649885179e+00
1.000000000000000000e+00,1.020000000000000000e+02,1.454991888666550166e-03,2.932561644720740990e+00,2.932479130008281754e+00
1.000000000000000000e+00,1.030000000000000000e+02,1.434325633357538257e-03,2.933417389890212945e+00,2.933340528738959119e+00
1.000000000000000000e+00,1.040000000000000000e+02,1.414142609485421077e-03,2.934233051527620706e+00,2.934162036347193414e+00
1.000000000000000000e+00,1.050000000000000000e+02,1.394427325815945570e-03,2.935009385063453990e+00,2.934944403456937856e+00
1.000000000000000000e+00,1.060000000000000000e+02,1.375164921027718836e-03,2.935747130365772950e+00,2.935688365185181059e+00
1.000000000000000000e+00,1.070000000000000000e+02,1.356341132696258769e-03,2.936447012101139009e+00,2.936394641505899017e+00
1.000000000000000000e+00,1.080000000000000000e+02,1.337942268069814127e-03,2.937109740084927534e+00,2.937063937603164199e+00
1.000000000000000000e+00,1.090000000000000000e+02,1.319955176518303490e-03,2.937736009622654798e+00,2.937696944214891914e+00
1.000000000000000000e+00,1.100000000000000000e+02,1.302367223545542125e-03,2.938326501841260541e+00,2.938294337966578240e+00
1.000000000000000000e+00,1.110000000000000000e+02,1.285166266263091783e-03,2.938881884011368406e+00,2.938856781695378118e+00
1.000000000000000000e+00,1.120000000000000000e+02,1.268340630231459864e-03,2.939402809860977683e+00,2.939384924765701346e+00
1.000000000000000000e+00,1.130000000000000000e+02,1.251879087581277529e-03,2.939889919879255853e+00,2.939879403374745070e+00
1.000000000000000000e+00,1.140000000000000000e+02,1.235770836333337404e-03,2.940343841612888642e+00,2.940340840850112603e+00
1.000000000000000000e+00,1.150000000000000000e+02,1.220005480842176323e-03,2.940765189954310799e+00,2.940769847939348480e+00
1.000000000000000000e+00,1.160000000000000000e+02,1.204573013293214418e-03,2.941154567420922739e+00,2.941167023090077492e+00
1.000000000000000000e+00,1.170000000000000000e+02,1.189463796188389069e-03,2.941512564427315457e+00,2.941532952723290961e+00
1.000000000000000000e+00,1.180000000000000000e+02,1.174668545759713920e-03,2.941839759550330058e+00,2.941868211499209185e+00
1.000000000000000000e+00,1.190000000000000000e+02,1.160178316254413707e-03,2.942136719786440757e+00,2.942173362574923789e+00
1.000000000000000000e+00,1.200000000000000000e+02,1.145984485039107902e-03,2.942404000802002262e+00,2.942448957855415603e+00
1.000000000000000000e+00,1.210000000000000000e+02,1.132078738474112927e-03,2.942642147177310985e+00,2.942695538237798392e+00
1.000000000000000000e+00,1.220000000000000000e+02,1.118453058512188522e-03,2.942851692644196326e+00,2.942913633848935895e+00
1.000000000000000000e+00,1.230000000000000000e+02,1.105099709979148401e-03,2.943033160316707697e+00,2.943103764276727041e+00
1.000000000000000000e+00,1.240000000000000000e+02,1.092011228496538033e-03,2.943187062916536423e+00,2.943266438794859496e+00
1.000000000000000000e+00,1.250000000000000000e+02,1.079180409009224172e-03,2.943313902992254594e+00,2.943402156582167972e+00
1.000000000000000000e+00,1.260000000000000000e+02,1.066600294883148295e-03,2.943414173133206635e+00,2.943511406936337504e+00
1.000000000000000000e+00,1.270000000000000000e+02,1.054264167540754993e-03,2.943488356177421661e+00,2.943594669481463644e+00
1.000000000000000000e+00,1.280000000000000000e+02,1.042165536603689279e-03,2.943536925414885097e+00,2.943652414370910630e+00
1.000000000000000000e+00,1.290000000000000000e+02,1.030298130514287983e-03,2.943560344786031902e+00,2.943685102484921323e+00
1.000000000000000000e+00,1.300000000000000000e+02,1.018655887609200587e-03,2.943559069074171308e+00,2.943693185623099229e+00
1.000000000000000000e+00,1.310000000000000000e+02,1.007232947620150584e-03,2.943533544094592003e+00,2.943677106692525580e+00
1.000000000000000000e+00,1.320000000000000000e+02,9.960236435783823873e-04,2.943484206878666853e+00,2.943637299891004311e+00
1.000000000000000000e+00,1.330000000000000000e+02,9.850224941008269876e-04,2.943411485852963416e+00,2.943574190885685837e+00
1.000000000000000000e+00,1.340000000000000000e+02,9.742241960373304544e-04,2.943315801015441657e+00,2.943488196988073291e+00
1.000000000000000000e+00,1.350000000000000000e+02,9.636236174595714686e-04,2.943197564106324826e+00,2.943379727324405781e+00
1.000000000000000000e+00,1.360000000000000000e+02,9.532157909734613032e-04,2.943057178775657423e+00,2.943249183002047964e+00
1.000000000000000000e+00,1.370000000000000000e+02,9.429959073379041035e-04,2.942895040747014246e+00,2.943096957272188785e+00
1.000000000000000000e+00,1.380000000000000000e+02,9.329593093738302884e-04,2.942711537977388936e+00,2.942923435688816092e+00
1.000000000000000000e+00,1.390000000000000000e+02,9.231014861483549270e-04,2.942507050813782499e+00,2.942728996264162511e+00
1.000000000000000000e+00,1.400000000000000000e+02,9.134180674198143484e-04,2.942281952146068580e+00,2.942514009620538218e+00
1.000000000000000000e+00,1.410000000000000000e+02,9.039048183302587783e-04,2.942036607556401506e+00,2.942278839138533719e+00
1.000000000000000000e+00,1.420000000000000000e+02,8.945576343327630003e-04,2.941771375465945138e+00,2.942023841102694881e+00
1.000000000000000000e+00,1.430000000000000000e+02,8.853725363416344550e-04,2.941486607277897569e+00,2.941749364843339709e+00
1.000000000000000000e+00,1.440000000000000000e+02,8.763456660942973942e-04,2.941182647517487148e+00,2.941455752875384189e+00
1.000000000000000000e+00,1.450000000000000000e+02,8.674732817142476399e-04,2.940859833969556636e+00,2.941143341034547110e+00
1.000000000000000000e+00,1.460000000000000000e+02,8.587517534650891942e-04,2.940518497812755427e+00,2.940812458610662539e+00
1.000000000000000000e+00,1.470000000000000000e+02,8.501775596862117933e-04,2.940158963750941545e+00,2.940463428477550600e+00
1.000000000000000000e+00,1.480000000000000000e+02,8.417472829012026840e-04,2.939781550142228639e+00,2.940096567220783275e+00
1.000000000000000000e+00,1.490000000000000000e+02,8.334576060905678294e-04,2.939386569124912363e+00,2.939712185262744359e+00
1.000000000000000000e+00,1.500000000000000000e+02,8.253053091208159943e-04,2.938974326741241594e+00,2.939310586984670515e+00
1.000000000000000000e+00,1.510000000000000000e+02,8.172872653223723456e-04,2.938545123058657893e+00,2.938892070846967464e+00
1.000000000000000000e+00,1.520000000000000000e+02,8.094004382092199372e-04,2.938099252288056906e+00,2.938456929506070736e+00
1.000000000000000000e+00,1.530000000000000000e+02,8.016418783335293530e-04,2.937637002900488348e+00,2.938005449929828927e+00
1.000000000000000000e+00,1.540000000000000000e+02,7.940087202689112642e-04,2.937158657740585710e+00,2.937537913509921772e+00
1.000000000000000000e+00,1.550000000000000000e+02,7.864981797162608115e-04,2.936664494138866210e+00,2.937054596172595122e+00
1.000000000000000000e+00,1.560000000000000000e+02,7.791075507264751858e-04,2.936154784020785335e+00,2.936555768486659446e+00
1.000000000000000000e+00,1.570000000000000000e+02,7.718342030346437817e-04,2.935629794013927096e+00,2.936041695769436632e+00
1.000000000000000000e+00,1.580000000000000000e+02,7.646755795005675746e-04,2.935089785553899322e+00,2.935512638191289270e+00
1.000000000000000000e+00,1.590000000000000000e+02,7.576291936507537506e-04,2.934535014986607848e+00,2.934968850876984892e+00
1.000000000000000000e+00,1.600000000000000000e+02,7.506926273172706814e-04,2.933965733669898768e+00,2.934410584005762601e+00
1.000000000000000000e+00,1.610000000000000000e+02,7.438635283690818749e-04,2.933382188072850560e+00,2.933838082909518086e+00
1.000000000000000000e+00,1.620000000000000000e+02,7.371396085317123703e-04,2.932784619872363940e+00,2.933251588168543034e+00
1.000000000000000000e+00,1.630000000000000000e+02,7.305186412913007576e-04,2.932173266048971438e+00,2.932651335705715567e+00
1.000000000000000000e+00,1.640000000000000000e+02,7.239984598792904673e-04,2.931548358980546887e+00,2.932037556879369067e+00
1.000000000000000000e+00,1.650000000000000000e+02,7.175769553342057749e-04,2.930910126533644355e+00,2.931410478573256650e+00
1.000000000000000000e+00,1.660000000000000000e+02,7.112520746371316527e-04,2.930258792153162872e+00,2.930770323285324164e+00
1.000000000000000000e+00,1.670000000000000000e+02,7.050218189176838931e-04,2.929594574950978636e+00,2.930117309215224619e+00
1.000000000000000000e+00,1.680000000000000000e+02,6.988842417274111849e-04,2.928917689792586820e+00,2.929451650349666814e+00
1.000000000000000000e+00,1.690000000000000000e+02,6.928374473777273871e-04,2.928228347381510055e+00,2.928773556545890333e+00
1.000000000000000000e+00,1.700000000000000000e+02,6.868795893396070036e-04,2.927526754342318682e+00,2.928083233613700820e+00
1.000000000000000000e+00,1.710000000000000000e+02,6.810088687024134797e-04,2.926813113302642488e+00,2.927380883396479838e+00
1.000000000000000000e+00,1.720000000000000000e+02,6.752235326893519076e-04,2.926087622973277735e+00,2.926666703850131501e+00
1.000000000000000000e+00,1.730000000000000000e+02,6.695218732271657766e-04,2.925350478226267370e+00,2.925940889120196786e+00
1.000000000000000000e+00,1.740000000000000000e+02,6.639022255678025692e-04,2.924601870172057971e+00,2.925203629618203571e+00
1.000000000000000000e+00,1.750000000000000000e+02,6.583629669598842432e-04,2.923841986234892776e+00,2.924455112096058684e+00
1.000000000000000000e+00,1.760000000000000000e+02,6.529025153679197989e-04,2.923071010226912847e+00,2.923695519719049507e+00
1.000000000000000000e+00,1.770000000000000000e+02,6.475193282372922101e-04,2.922289122421059648e+00,2.922925032138084855e+00
1.000000000000000000e+00,1.780000000000000000e+02,6.422119013031444851e-04,2.921496499621739407e+00,2.922143825559389008e+00
1.000000000000000000e+00,1.790000000000000000e+02,6.369787674413789590e-04,2.920693315234658360e+00,2.921352072813458545e+00
1.000000000000000000e+00,1.800000000000000000e+02,6.318184955600581864e-04,2.919879739336005198e+00,2.920549943423400574e+00
1.000000000000000000e+00,1.810000000000000000e+02,6.267296895295813505e-04,2.919055938738945422e+00,2.919737603670592208e+00
1.000000000000000000e+00,1.820000000000000000e+02,6.217109871500839336e-04,2.918222077059694275e+00,2.918915216660011414e+00
1.000000000000000000e+00,1.830000000000000000e+02,6.167610591545706318e-04,2.917378314782015813e+00,2.918082942384057077e+00
1.000000000000000000e+00,1.840000000000000000e+02,6.118786082463706410e-04,2.916524809320602873e+00,2.917240937784922217e+00
1.000000000000000000e+00,1.850000000000000000e+02,6.070623681695537727e-04,2.915661715083421868e+00,2.916389356816363687e+00
1.000000000000000000e+00,1.860000000000000000e+02,6.023111028110201279e-04,2.914789183532188410e+00,2.915528350503371335e+00
1.000000000000000000e+00,1.870000000000000000e+02,5.976236053330220236e-04,2.913907363242250081e+00,2.914658067001716368e+00
1.000000000000000000e+00,1.880000000000000000e+02,5.929986973349384537e-04,2.913016399961314562e+00,2.913778651655378749e+00
1.000000000000000000e+00,1.890000000000000000e+02,5.884352280431689834e-04,2.912116436666463137e+00,2.912890247053337767e+00
1.000000000000000000e+00,1.900000000000000000e+02,5.839320735280702484e-04,2.911207613620497181e+00,2.911992993085348758e+00
1.000000000000000000e+00,1.910000000000000000e+02,5.794881359468946570e-04,2.910290068427713539e+00,2.911087026996682869e+00
1.000000000000000000e+00,1.920000000000000000e+02,5.751023428117459741e-04,2.909363936087085989e+00,2.910172483441332059e+00
1.000000000000000000e+00,1.930000000000000000e+02,5.707736462816046267e-04,2.908429349045943635e+00,2.909249494534345892e+00
1.000000000000000000e+00,1.940000000000000000e+02,5.665010224775108086e-04,2.907486437251759703e+00,2.908318189903688289e+00
1.000000000000000000e+00,1.950000000000000000e+02,5.622834708200447453e-04,2.906535328202715540e+00,2.907378696740172241e+00
1.000000000000000000e+00,1.960000000000000000e+02,5.581200133882651630e-04,2.905576146998462228e+00,2.906431139847154288e+00
1.000000000000000000e+00,1.970000000000000000e+02,5.540096942993130843e-04,2.904609016388484122e+00,2.905475641689132971e+00
1.000000000000000000e+00,1.980000000000000000e+02,5.499515791079178902e-04,2.903634056819978326e+00,2.904512322438848937e+00
1.000000000000000000e+00,1.990000000000000000e+02,5.459447542250722924e-04,2.902651386485373131e+00,2.903541300024116811e+00
1.000000000000000000e+00,2.000000000000000000e+02,5.419883263551750641e-04,2.901661121368269036e+00,2.902562690173541515e+00
1.000000000000000000e+00,2.010000000000000000e+02,5.380814219509709494e-04,2.900663375288303314e+00,2.901576606460876562e+00
1.000000000000000000e+00,2.020000000000000000e+02,5.342231866856415662e-04,2.899658259945962158e+00,2.900583160349460066e+00
1.000000000000000000e+00,2.030000000000000000e+02,5.304127849414280076e-04,2.898645884965627584e+00,2.899582461234708308e+00
1.000000000000000000e+00,2.040000000000000000e+02,5.266493993141951185e-04,2.897626357937801878e+00,2.898574616486358835e+00
1.000000000000000000e+00,2.050000000000000000e+02,5.229322301333646627e-04,2.896599784461590055e+00,2.897559731489915524e+00
1.000000000000000000e+00,2.060000000000000000e+02,5.192604949966715937e-04,2.895566268184990300e+00,2.896537909687112666e+00
1.000000000000000000e+00,2.070000000000000000e+02,5.156334283192219288e-04,2.894525910844861993e+00,2.895509252615407814e+00
